Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †,EPAPMBenchmarkedAs,Campus Name
3,3794,18,3084596,Stone Avenue Branch Library,BPL, N/A , 153.8 ,4.6,N/A,194.4,6.8,N/A, 176.2 , 5.9 ,,185.7,6.3,Individual building,
3,798,34,3013507,Sunset Park Branch Library,BPL, N/A , 241.1 ,7.4,N/A,229.9,7,N/A, 218.9 , 6.5 ,,232.7,7.2,Individual building,
3,6897,35,3186777,Ulmer Park Branch Library,BPL, N/A , 263.8 ,8.2,N/A,227.8,6.8,N/A, 210.7 , 6.2 ,,209.6,6.3,Individual building,
3,2039,1,3058036,Walt Whitman Branch Library,BPL, N/A , 198.6 ,6.7,N/A,198.5,6.7,N/A, 181.7 , 6.0 ,,187,6.3,Individual building,
3,3362,32,3076852,Washington Irving Branch Library,BPL, N/A , 244.4 ,8,N/A,240.9,7.5,N/A, 220.7 , 7.0 ,,233.4,7.5,Individual building,
3,2189,1,3060090,Williamsburg Branch Library,BPL, N/A , 151.7 ,5.1,N/A,154.1,5.2,N/A, 123.1 , 4.1 ,,133.9,4.9,Individual building,
3,5318,10,3124000,Windsor Terrace Branch Library,BPL, N/A , 290.1 ,8.6,N/A,280.8,8.5,N/A, 259.1 , 7.6 ,,263,8.1,Individual building,
1,878,20,1086544,Baruch College Campus: Administrative Bldg,CUNY, N/A , 204.6 ,5.5,N/A,219.3,6.3,N/A, 207.8 , 5.9 ,,210.8,6,Part of campus,Baruch College Campus
1,881,29,1018106,Baruch College Campus: Annex,CUNY, N/A , 204.6 ,5.5,N/A,219.3,6.3,N/A, 207.8 , 5.9 ,,210.8,6,Part of campus,Baruch College Campus
1,874,1,1017861,Baruch College Campus: Early Learning Cntr,CUNY, N/A , 204.6 ,5.5,N/A,219.3,6.3,N/A, 207.8 , 5.9 ,,210.8,6,Part of campus,Baruch College Campus
1,878,20,1018015,Baruch College Campus: Lawrence and Eris Field Bldg,CUNY, N/A , 204.6 ,5.5,N/A,219.3,6.3,N/A, 207.8 , 5.9 ,,210.8,6,Part of campus,Baruch College Campus
1,881,31,1018107,Baruch College Campus: Library and Technology Bldg,CUNY, N/A , 204.6 ,5.5,N/A,219.3,6.3,N/A, 207.8 , 5.9 ,,210.8,6,Part of campus,Baruch College Campus
1,878,20,1086513,Baruch College Campus: Steven L. Newman Hall,CUNY, N/A , 204.6 ,5.5,N/A,219.3,6.3,N/A, 207.8 , 5.9 ,,210.8,6,Part of campus,Baruch College Campus
1,880,24,1086514,Baruch College Campus: William & Anita Newman Vertical,CUNY, N/A , 204.6 ,5.5,N/A,219.3,6.3,N/A, 207.8 , 5.9 ,,210.8,6,Part of campus,Baruch College Campus
1,13,27,1000045,BMCC Campus: 25 Broadway,CUNY, N/A , 251.9 ,10.5,N/A,252,10.4,N/A, 287.3 , 12.1 ,,298.3,12.3,Part of campus,BMCC Campus
1,127,18,1001415,BMCC Campus: 70 Murray Street,CUNY, N/A , 251.9 ,10.5,N/A,252,10.4,N/A, 287.3 , 12.1 ,,298.3,12.3,Part of campus,BMCC Campus
1,142,50,1066406,BMCC Campus: Chambers St. Bldg   (Trailers),CUNY, N/A , 251.9 ,10.5,N/A,252,10.4,N/A, 287.3 , 12.1 ,,298.3,12.3,Part of campus,BMCC Campus
1,142,50,1066406,BMCC Campus: Chambers St. Bldg (Main Campus),CUNY, N/A , 251.9 ,10.5,N/A,252,10.4,N/A, 287.3 , 12.1 ,,298.3,12.3,Part of campus,BMCC Campus
1,127,1,1088292,BMCC Campus: Fiterman Hall,CUNY, N/A , 251.9 ,10.5,N/A,252,10.4,N/A, 287.3 , 12.1 ,,298.3,12.3,Part of campus,BMCC Campus
1,1910,1,1081602,BMCC Campus: State Office Bldg. (Language Immersion),CUNY, N/A , 251.9 ,10.5,N/A,252,10.4,N/A, 287.3 , 12.1 ,,298.3,12.3,Part of campus,BMCC Campus
2,3232,78,2015058,Bronx Community College Campus: Altschul House,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,40,2097306,Bronx Community College Campus: Alumni Gymnasium,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100241,Bronx Community College Campus: Begrisch Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100252,Bronx Community College Campus: Bliss Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100247,Bronx Community College Campus: Brown Annex,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100242,Bronx Community College Campus: Butler Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100245,Bronx Community College Campus: Clock Tower,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100240,Bronx Community College Campus: Colston Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100240,Bronx Community College Campus: Community Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100251,Bronx Community College Campus: Energy Plant,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100248,Bronx Community College Campus: Gould Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100243,Bronx Community College Campus: Gould Memorial Library,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100256,Bronx Community College Campus: Greenhouse,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100253,Bronx Community College Campus: Guggenheim Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100243,Bronx Community College Campus: Hall of Fame,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100256,Bronx Community College Campus: Havemeyer Lab,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100256,Bronx Community College Campus: Havemeyer Lab Annex,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2096464,Bronx Community College Campus: Language Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,40,2097307,Bronx Community College Campus: Loew Annex,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,1,2014898,Bronx Community College Campus: Loew Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3223,50,2090982,Bronx Community College Campus: MacCracken Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100246,Bronx Community College Campus: Main Guard House,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,620,2104900,Bronx Community College Campus: Meister Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100250,Bronx Community College Campus: New Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100249,Bronx Community College Campus: Nichols Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2831930,Bronx Community College Campus: North Hall and Library,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
3,1616,1,3393805,K026,DOE, 93 , 91.2 ,4.4,92,91.2,4.5,95, 84.6 , 3.9 ,89,98.5,4.1,Individual building,
2,3223,50,2090981,Bronx Community College Campus: Patterson Garage,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100244,Bronx Community College Campus: Philosophy Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100241,Bronx Community College Campus: Polowczyk Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100247,Bronx Community College Campus: Roscoe C. Brown Student Center,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,620,2100254,Bronx Community College Campus: Sage Annex,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100254,Bronx Community College Campus: Sage Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3224,1,2014903,Bronx Community College Campus: Snow Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2100255,Bronx Community College Campus: South Hall,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
2,3222,62,2116208,Bronx Community College Campus: The Children's Center,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
1,13,27,1000045,Brooklyn College Campus: 25 Broadway,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7556,150,9999999,Brooklyn College Campus: BCBC PAC Office Building,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7556,150,3327322,Brooklyn College Campus: Boylan Hall,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7552,100,3347325,Brooklyn College Campus: Chiller Plant,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7557,32,3336755,Brooklyn College Campus: College Child Care,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7552,100,3347325,Brooklyn College Campus: Heating Plant,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7557,118,3205890,Brooklyn College Campus: Hillel Building,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7556,150,3327317,Brooklyn College Campus: Ingersoll Hall,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7556,150,3327317,Brooklyn College Campus: Ingersoll Hall Extension,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7556,150,3327319,Brooklyn College Campus: LaGuardia Hall,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,5245,8,3121504,Brooklyn College Campus: Newman Center,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7575,33,9999999,Brooklyn College Campus: Nostrand Ave Lot #33,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7575,53,9999999,Brooklyn College Campus: Nostrand Ave Lot #53,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7575,54,9999999,Brooklyn College Campus: Nostrand Ave Lot #54,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,5116,1,3253073,Brooklyn College Campus: President's Residence,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7552,100,3205787,Brooklyn College Campus: Roosevelt Hall,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7552,100,3205787,Brooklyn College Campus: Roosevelt Hall Extension,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,2622,28,3065733,K034,DOE, 84 , 125.4 ,6.1,83,127.8,6.3,75, 140.8 , 6.3 ,86,120.4,5.5,Individual building,
3,7555,27,3205803,Brooklyn College Campus: Student Union,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7552,100,3389802,Brooklyn College Campus: West End Bldg,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7552,100,3391507,Brooklyn College Campus: West Quad Bldg,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7556,150,3327318,Brooklyn College Campus: Whitehead Hall,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7556,150,3327321,Brooklyn College Campus: Whitman / Gershwin Hall,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
3,7552,100,3347326,Brooklyn College Campus: William James Hall,CUNY, N/A , 319.2 ,11.6,N/A,319.2,11.5,N/A, 308.3 , 10.6 ,,309.2,11.1,Part of campus,Brooklyn College Campus
2,2920,2,2086675,Bx CC  Campus: EOC - Bathgate Industrial Park,CUNY, N/A , 95.3 ,2.5,N/A,94.5,2.5,N/A, 109.6 , 2.9 ,,119.4,3.1,Part of campus,Bronx Community College Campus
3,250,44,3002108,Central Office Campus: 16 Court Street - BIN 3002108,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,807,39,1015182,Central Office Campus: 31st St - Admin. & Student Srvs.,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,600,1002,1010382,Central Office Campus: 395 Hudson Street,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,1316,5,9999999,Central Office Campus: 42nd Street - Central Office,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,1086,1,1027072,Central Office Campus: BMW Bldg,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,2153,81,1081875,Central Office Campus: CUNY Express,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,1931,21,1058659,Central Office Campus: CUNY Hub for Innovation and Entrepreneurship,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
2,3167,1,2013811,Central Office Campus: CUNY on the Concourse,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
4,99999,9999,9999999,Central Office Campus: Gertz Plaza,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,863,76,1017094,Central Office Campus: Institute for State and Local Government (ISLG),CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,1259,19,1034206,Central Office Campus: Murphy Institute,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,1012,15,1080830,Central Office Campus: Research Foundation Building,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,1258,9,1034196,Central Office Campus: W.R. Grace AdmissionsBldg.,CUNY, N/A , 13.5 ,0.4,N/A,30.5,0.8,N/A, 36.8 , 1.0 ,,36.2,0.9,Part of campus,Central Office Campus
1,13,27,1000045,City College of NY Campus: 25 Broadway,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,1,1084075,City College of NY Campus: Aaron Davis Hall,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,2058,11,1075501,City College of NY Campus: Alumni House,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,200,1084085,City College of NY Campus: Baskerville Hall,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,200,1084083,City College of NY Campus: Compton - Goethals Hall,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,200,1084082,City College of NY Campus: Harris Hall,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,105,1085670,City College of NY Campus: Howard E. Wille Admin. Bldg.,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,100,1059410,City College of NY Campus: Marshak Hall,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,1,1084067,City College of NY Campus: Mott Hall - D. O. E.,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,200,1084081,City College of NY Campus: North Academic Cntr,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,1,1084069,City College of NY Campus: Schiff House - Child Care Cntr,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
3,1674,11,3047054,K035,DOE, 68 , 103.4 ,4.2,64,106.7,4.4,78, 103.9 , 4.3 ,61,126.2,5.6,Individual building,
1,1957,105,1084077,City College of NY Campus: Shepard Hall,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,1,1084073,City College of NY Campus: Spitzer Sch of Architecture,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,129,1084078,City College of NY Campus: Steinman Hall,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,2071,27,1012529,City College of NY Campus: Storehouse,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,1,1084068,City College of NY Campus: Structural Bio Cntr,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,5,1813178,City College of NY Campus: The Towers at CCNY,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,100,1813261,City College of NY Campus: Vivarium,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
1,1957,200,1084084,City College of NY Campus: Wingate Hall,CUNY, N/A , 251.1 ,7.6,N/A,266.9,8.5,N/A, 245.1 , 7.4 ,,269.4,8.3,Part of campus,City College of New York Campus
5,2040,1,9999999,College of SI Campus: 1H-Residence Hall - North Building,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,9999999,College of SI Campus: 2H-Residence Hall - South Building,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107296,College of SI Campus: Astrophysical Observatory,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5131066,College of SI Campus: Biological & Chemical Sciences,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107294,College of SI Campus: Business Bldg,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107291,College of SI Campus: Campus Center / Cafeteria,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107288,College of SI Campus: Campus Srvs. & Central Plant,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107297,College of SI Campus: Center for the Arts,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107289,College of SI Campus: Children's Cntr,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107292,College of SI Campus: Computer Sci. / Eng Sci & Physics,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107304,College of SI Campus: Education Bldg,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107303,College of SI Campus: Eng. / Modern Languages,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107295,College of SI Campus: Engineering Tech.- West,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5005461,College of SI Campus: Gate House,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107293,College of SI Campus: History / Pol Sci / Econ & Philosophy,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107301,College of SI Campus: Library / Cyber Café,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107342,College of SI Campus: Main Gate House,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5130987,College of SI Campus: Marcus Hall - Nursing,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
5,2040,1,5107302,College of SI Campus: Mathematics Bldg,CUNY, N/A , 313.9 ,10.1, N/A ,302.2,9.5, N/A , 280.2 , 8.7 ,,315.2,10,Part of campus,College of Staten Island Campus
