OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
107,2018,CITY PLACE IV (Ruby/Dawson),NonResidential,1986200410,301 BOREN AVE N,SEATTLE,WA,98109,47.62112,-122.33629,LAKE UNION,7,2010,12,0,571329,571329,0,Office,88,60.30,60.20,37659228,37603100,149.40,149.10,Office,598801,Parking,310699,Other,26203,8994728,30690012,69131,6913089,0,449.1,0.8,Compliant,No Issue
110,2018,EXHIBITION HALL - SEATTLE CENTER,Nonresidential COS,1988200440,301 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,MAGNOLIA / QUEEN ANNE,1,1962,2,0,52000,52000,0,Social/Meeting Hall,,51.20,50.80,2812517,2793789,116.00,115.50,Social/Meeting Hall,54981,NA,,NA,,557268,1901399,0,0,732210,44,0.8,Compliant,No Issue
112,2018,MCCAW HALL - SEATTLE CENTER,Nonresidential COS,1988200700,225 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,MAGNOLIA / QUEEN ANNE,1,1928,2,0,262048,262048,0,Other,,78.10,77.50,23115938,22925618,168.70,166.70,Other,296000,NA,,NA,,4148040,14153112,5807,580726,5634930,368.2,1.4,Compliant,No Issue
113,2018,KCTS 9,NonResidential,1988200705,401 MERCER ST,SEATTLE,WA,98109,47.62391,-122.34837,MAGNOLIA / QUEEN ANNE,7,1986,2,0,66240,63888,2352,Office,,77.20,77.20,4294517,4294517,216.10,216.10,Office,45900,Data Center,5181,Distribution Center,4551,1258651,4294517,0,0,0,11.5,0.2,Compliant,No Issue
114,2018,BILL & MELINDA GATES FOUNDATION,NonResidential,1988201155,500 5TH AVE N,SEATTLE,WA,98109,47.62419,-122.34443,MAGNOLIA / QUEEN ANNE,7,2010,6,0,920598,616891,303707,Office,83,49.90,49.50,36720756,36406928,116.00,116.20,Office,729584,Parking,185014,Other,6000,7913267,27000067,94069,9406863,0,571.7,0.9,Compliant,No Issue
115,2018,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,NonResidential,1989200850,221 1ST AVE W,SEATTLE,WA,98119,47.62053,-122.35842,MAGNOLIA / QUEEN ANNE,7,1970,4,0,76213,50283,25930,Office,63,63.70,62.50,3244416,3185760,153.30,152.10,Office,48546,Parking,21454,Other,2406,737629,2516791,6690,668970,0,42.2,0.8,Compliant,No Issue
116,2018,THE MEDITERRANEAN INN,NonResidential,1989201125,425 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62291,-122.35708,MAGNOLIA / QUEEN ANNE,1,2002,6,0,127200,81560,45640,Hotel,65,69.10,68.90,5637579,5621753,127.20,126.60,Hotel,79696,Parking,45640,Other - Restaurant/Bar,1864,740931,2528057,30937,3093696,0,171.1,2.1,Compliant,No Issue
117,2018,UNIVERSITY INN,NonResidential,1142001871,4140 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65772,-122.31756,NORTHEAST,1,1962,4,0,71403,60953,10450,Hotel,34,88.00,87.40,5361037,5329954,151.30,150.80,Hotel,52953,Restaurant,8000,Parking,0,601690,2052966,32770,3276988,0,179.5,2.9,Compliant,No Issue
118,2018,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),SPS-District K-12,1324039116,1901 SW GENESEE ST,SEATTLE,WA,98106,47.5636,-122.358,DELRIDGE NEIGHBORHOODS,1,1999,3,0,74468,74468,0,K-12 School,82,27.20,26.70,2046344,2012943,66.60,65.30,K-12 School,75364,NA,,NA,,470821,1606440,4065,406503,0,25.9,0.3,Compliant,No Issue
119,2018,ST JOSEPH K-8 SCHOOL,NonResidential,1336800825,700 18TH AVE E,SEATTLE,WA,98112,47.62548,-122.30828,EAST,1,1923,3,0,67743,67743,0,K-12 School,19,53.80,50.70,3642282,3435753,100.10,96.20,K-12 School,67743,NA,,NA,,487332,1662776,17730,1772976,0,98.6,1.5,Compliant,No Issue
120,2018,HOLY NAMES ACADEMY,NonResidential,1338800660,728 21ST AVE E,SEATTLE,WA,98112,47.62644,-122.30429,EAST,1,1908,6,0,194104,194104,0,K-12 School,91,37.70,35.50,7662556,7205274,58.50,55.80,K-12 School,203004,NA,,NA,,630600,2151608,50537,5053665,0,274.1,1.4,Compliant,No Issue
121,2018,THE 2100 BUILDING,NonResidential,1498303116,2100 24TH AVE S,SEATTLE,WA,98144,47.58408,-122.30125,SOUTHEAST,3,2003,3,0,99433,63681,35752,Office,53,81.60,80.50,5195504,5128164,228.40,225.50,Office,63681,Parking,35752,NA,,1502979,5128164,0,0,0,13.7,0.2,Compliant,No Issue
122,2018,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,1524049002,3301 S HORTON ST,SEATTLE,WA,98144,47.57324,-122.29058,SOUTHEAST,1,1991,2,0,60725,60725,0,K-12 School,47,35.40,34.00,2152186,2061667,99.20,95.10,K-12 School,60725,NA,,NA,,604240,2061666,0,0,0,5.5,0.1,Compliant,No Issue
125,2018,MERCER MIDDLE (SPS-DISTRICT),SPS-District K-12,1624049214,1600 S COLUMBIAN WAY,SEATTLE,WA,98108,47.56413,-122.31208,GREATER DUWAMISH,1,1957,1,0,130862,130862,0,K-12 School,59,49.70,47.10,6921308,6554594,79.60,76.10,K-12 School,139310,NA,,NA,,622792,2124965,44296,4429630,0,240.9,1.8,Compliant,No Issue
127,2018,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,1704900242,5215 46TH AVE S,SEATTLE,WA,98118,47.55478,-122.27596,SOUTHEAST,2,1989,3,0,59955,59955,0,K-12 School,71,26.90,26.30,1614727,1575261,71.20,69.60,K-12 School,59955,NA,,NA,,422345,1441041,1342,134220,0,11,0.2,Compliant,No Issue
130,2018,MCCLURE MIDDLE (SPS-DISTRICT),SPS-District K-12,1794501220,1915 1ST AVE W,SEATTLE,WA,98119,47.63683,-122.35896,MAGNOLIA / QUEEN ANNE,7,1964,2,0,93218,93218,0,K-12 School,73,32.50,31.10,3034159,2900274,61.00,59.50,K-12 School,93218,NA,,NA,,419215,1430360,14699,1469914,0,81.9,0.9,Compliant,No Issue
131,2018,CENTURYLINK: LAKEVIEW MAIN,NonResidential,1797500625,1208 NE 64TH ST,SEATTLE,WA,98115,47.67524,-122.31534,NORTHEAST,1,1941,4,0,56521,56521,0,Other,,109.20,109.20,5352058,5352058,305.80,305.80,Other,49000,NA,,NA,,1568599,5352060,0,0,0,14.3,0.3,Compliant,No Issue
132,2018,ROOSEVELT SQUARE,NonResidential,1797500715,6417 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67559,-122.31769,NORTHEAST,1,1929,2,0,228385,128315,100070,Other,,125.70,126.00,16260586,16303865,319.80,321.40,Other,129396,Parking,0,NA,,4097607,13981035,23228,2322829,0,160.7,1.3,Compliant,No Issue
135,2018,CERTAINTEED WAREHOUSE,NonResidential,1924049092,5931 E MARGINAL WAY S,SEATTLE,WA,98134,47.54854,-122.33651,GREATER DUWAMISH,2,1999,1,1,50294,50294,0,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
136,2018,HOLIDAY INN EXPRESS - SEATTLE NORTH,NonResidential,1926049012,14115 AURORA AVE N,SEATTLE,WA,98133,47.73141,-122.3458,NORTHWEST,5,2001,4,0,51390,51390,0,Hotel,84,79.40,79.40,4082248,4082248,132.70,132.70,Hotel,51390,Parking,0,NA,,424105,1447046,26352,2635202,0,143.8,2.8,Compliant,No Issue
137,2018,BROADVIEW THOMSON K-8 (SPS-DISTRICT),SPS-District K-12,1926049025,13052 GREENWOOD AVE N,SEATTLE,WA,98133,47.72463,-122.35315,NORTHWEST,1,1963,2,0,131013,131013,0,K-12 School,91,34.20,33.90,4513635,4472441,57.00,56.60,K-12 School,131909,NA,,NA,,464426,1584621,28878,2887820,0,157.6,1.2,Compliant,No Issue
138,2018,INGRAHAM HIGH (SPS-DISTRICT),SPS-District K-12,1926049321,1819 N 135TH ST,SEATTLE,WA,98133,47.7257,-122.33684,NORTHWEST,1,1959,1,0,245587,245587,0,K-12 School,90,41.10,40.60,10250726,10121895,65.90,65.30,K-12 School,249171,NA,,NA,,946489,3229420,68925,6892475,0,374.7,1.5,Compliant,No Issue
139,2018,7066-Seattle-Northgate,NonResidential,1926049434,13300 STONE AVE N,SEATTLE,WA,98133,47.72529,-122.34115,NORTHWEST,1,2002,3,0,69138,69138,0,Hotel,84,42.80,42.60,3020059,3010748,88.00,87.80,Hotel,70609,NA,,NA,,509217,1737448,12733,1273300,0,72.3,1,Compliant,No Issue
140,2018,B F DAY ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1931301145,3921 LINDEN AVE N,SEATTLE,WA,98103,47.65464,-122.34912,LAKE UNION,1,1991,3,0,66588,66588,0,K-12 School,79,25.40,24.80,1693095,1652397,71.20,69.50,K-12 School,66588,NA,,NA,,484290,1652396,0,0,0,4.4,0.1,Compliant,No Issue
141,2018,HUGHES ELEMENTARY SCHOOL - Under Construction until 2019,SPS-District K-12,1932300245,7740 34TH AVE SW,SEATTLE,WA,98126,47.53284,-122.37493,DELRIDGE NEIGHBORHOODS,1,1926,3,0,50662,50662,0,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
144,2018,ALEXIS HOTEL,NonResidential,1974600035,1007 1ST AVE,SEATTLE,WA,98104,47.6048,-122.3368,DOWNTOWN,1,1904,5,2,190980,190980,0,Hotel,98,36.90,36.60,7047188,6986186,85.50,84.60,Hotel,169037,Enclosed Mall,21943,NA,,1476532,5037927,19483,1948259,0,116.9,0.6,Compliant,No Issue
145,2018,BENAROYA HALL,Nonresidential COS,1974700025,1301 3RD AVE,SEATTLE,WA,98101,47.60804,-122.3367,DOWNTOWN,1,1998,6,1,174000,174000,0,Mixed Use Property,,96.30,95.60,16604994,16476084,205.80,206.00,Performing Arts,163031,Parking,153719,Social/Meeting Hall,9380,2895001,9877743,4802,480213,6118126,377.1,2.2,Compliant,No Issue
147,2018,SWEDISH MEDICAL CENTER BALLARD - CAMPUS,Campus,2767703875,5300 TALLMAN AVE NW,SEATTLE,WA,98107,47.66737,-122.37956,BALLARD,1,1954,5,2,451526,302661,148865,Hospital (General Medical & Surgical),33,,210.20,,63605736,,401.20,Hospital (General Medical & Surgical),302661,Parking,148865,NA,,9151495,31224901,323808,32380834,0,1803.1,6,Compliant,No Issue
148,2018,WEST WOODLAND PARK ELEMENTARY (SPS-DISTRICT),SPS-District K-12,2768000375,5601 5TH AVE NW,SEATTLE,WA,98107,47.6706,-122.36225,SHARED: BALLARD &amp; NORTHWEST,6,1991,2,0,55513,55513,0,K-12 School,76,24.10,23.40,1490934,1444802,67.60,65.50,K-12 School,61785,NA,,NA,,423447,1444801,0,0,0,3.9,0.1,Compliant,No Issue
163,2018,FIRE STATION 10/FAC/EOC,Nonresidential COS,5247801465,400 S WASHINGTON ST,SEATTLE,WA,98104,47.60102,-122.32873,DOWNTOWN,1,2006,4,1,61156,61156,0,Fire Station,,154.00,152.70,8923152,8849525,358.10,359.20,Fire Station,30301,Office,27659,NA,,1930407,6586549,22630,2262976,0,137.8,2.3,Compliant,No Issue
167,2018,WING LUKE MUSEUM/KONG YICK BLDG.,NonResidential,5247802715,719 S KING ST,SEATTLE,WA,98104,47.59809,-122.32283,DOWNTOWN,2,1910,4,0,72820,59000,13820,Museum,,27.20,26.70,1574920,1546257,61.20,60.70,Museum,58000,NA,,NA,,317430,1083072,4632,463185,0,27.5,0.5,Compliant,No Issue
168,2018,HAMPTON INN & SUITES,NonResidential,5458300285,700 5TH AVE N,SEATTLE,WA,98109,47.62614,-122.3467,MAGNOLIA / QUEEN ANNE,1,1996,4,0,162222,148022,14200,Hotel,97,50.00,50.00,5686356,5686356,99.00,99.00,Hotel,113702,Parking,32692,NA,,884936,3019403,26670,2666953,0,149.7,1,Compliant,No Issue
169,2018,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,5700000455,3013 S MOUNT BAKER BLVD,SEATTLE,WA,98144,47.57589,-122.29365,SOUTHEAST,2,1990,4,0,289588,289588,0,K-12 School,93,25.80,25.00,7463115,7245292,58.10,57.30,K-12 School,289588,NA,,NA,,1505188,5135701,21096,2109592,0,125.8,0.4,Compliant,No Issue
170,2018,SEATTLE CENTRAL COLLEGE - FINE ARTS BLDG,NonResidential,6003000470,801 E PINE ST,SEATTLE,WA,98122,47.61495,-122.32177,EAST,1,1915,3,1,64820,64820,0,College/University,,57.70,55.50,3739678,3600283,116.70,114.50,College/University,50820,Performing Arts,14000,NA,,609739,2080429,15199,1519854,0,86.3,1.3,Compliant,No Issue
172,2018,SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,Campus,6171900005,6000 16TH AVE SW,SEATTLE,WA,98106,47.547,-122.35307,DELRIDGE NEIGHBORHOODS,1,1970,2,27,529343,529343,0,College/University,,67.90,66.00,35956032,34918664,140.20,137.40,College/University,529343,NA,,NA,,6038775,20604300,143144,14314366,0,815.2,1.5,Compliant,No Issue
173,2018,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),NonResidential,6418100005,6901 SAND POINT WAY NE,SEATTLE,WA,98115,47.67836,-122.26442,NORTHEAST,4,2002,2,0,96300,96300,0,Office,,166.90,166.50,16228430,16189953,401.10,402.70,Office,92300,Data Center,4944,NA,,3710922,12661666,35283,3528285,0,221.2,2.3,Compliant,No Issue
174,2018,CSC Vehicle Maintenance (E),Nonresidential COS,6834700175,805 S DEARBORN ST,SEATTLE,WA,98134,47.59545,-122.32146,GREATER DUWAMISH,1,1950,1,0,67356,67356,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,91.70,86.40,6215522,5853944,145.60,139.20,"Repair Services (Vehicle, Shoe, Locksmith, etc)",67772,NA,,NA,,550570,1878544,39754,3975400,0,216.1,3.2,Compliant,No Issue
175,2018,GARFIELD HIGH (SPS-DISTRICT),SPS-District K-12,6840701230,400 23RD AVE,SEATTLE,WA,98122,47.60598,-122.30156,CENTRAL,3,2008,3,0,254523,254523,0,K-12 School,66,44.90,43.20,11588689,11138574,93.00,90.60,K-12 School,258107,NA,,NA,,1956338,6675025,44635,4463548,0,254.9,1,Compliant,No Issue
176,2018,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,7129302300,9709 60TH AVE S,SEATTLE,WA,98118,47.51482,-122.25864,SOUTHEAST,1,2001,3,0,78804,78804,0,K-12 School,68,32.80,32.00,2584698,2521479,70.90,70.10,K-12 School,78804,NA,,NA,,481195,1641838,8796,879641,0,51.1,0.6,Compliant,No Issue
177,2018,MADRONA SCHOOL (SPS-DISTRICT),SPS-District K-12,7152200350,1121 33RD AVE,SEATTLE,WA,98122,47.61224,-122.29087,CENTRAL,1,2002,3,0,66994,66994,0,K-12 School,78,29.90,29.30,2038272,1994152,71.00,70.30,K-12 School,68127,NA,,NA,,451218,1539557,4546,454595,0,28.3,0.4,Compliant,No Issue
178,2018,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),SPS-District K-12,7243500230,8311 BEACON AVE S,SEATTLE,WA,98118,47.52915,-122.28904,GREATER DUWAMISH,1,2000,3,0,98357,98357,0,K-12 School,78,35.40,34.10,3480769,3357365,67.40,66.10,K-12 School,98357,NA,,NA,,497707,1698177,16592,1659188,0,92.7,0.9,Compliant,No Issue
179,2018,UNION GOSPEL MISSION ASSN,NonResidential,7378600265,3800 S OTHELLO ST,SEATTLE,WA,98118,47.53827,-122.28406,GREATER DUWAMISH,2,1958,1,0,54765,54765,0,Office,,89.60,88.40,4547646,4487235,220.50,219.20,Office,25765,Other,25000,NA,,1074934,3667675,8196,819559,0,53.3,1,Compliant,No Issue
180,2018,UNION GOSPEL MISSION ASSN / HOPE PLACE,NonResidential,7378600265,3802 S OTHELLO ST,SEATTLE,WA,98118,47.53722,-122.284,GREATER DUWAMISH,2,2009,5,0,89821,89821,0,Other - Lodging/Residential,,25.80,24.80,2299586,2206098,28.60,27.40,Other - Lodging/Residential,46483,Office,37938,Food Service,4579,21204,72349,21337,2133749,0,113.5,1.3,Compliant,No Issue
182,2018,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,NonResidential,7443000070,3469 3RD AVE W,SEATTLE,WA,98119,47.65147,-122.36122,MAGNOLIA / QUEEN ANNE,7,1980,2,0,52611,52611,0,College/University,,74.40,72.50,3913007,3814807,154.60,152.70,College/University,52611,NA,,NA,,674506,2301413,15134,1513394,0,86.5,1.6,Compliant,No Issue
183,2018,"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",Multifamily LR (1-4),7443000375,362 W EMERSON ST,SEATTLE,WA,98119,47.65068,-122.36331,MAGNOLIA / QUEEN ANNE,7,2001,4,0,139600,102100,37500,Residence Hall/Dormitory,89,35.10,33.70,4759197,4563306,67.30,65.10,Residence Hall/Dormitory,135520,NA,,NA,,675971,2306412,22569,2256894,0,126,1.2,Compliant,No Issue
185,2018,NATHAN HALE HIGH (SPS-DISTRICT),SPS-District K-12,2826049152,10750 30TH AVE NE,SEATTLE,WA,98125,47.70763,-122.29453,NORTH,1,2011,2,0,236758,236758,0,K-12 School,86,29.50,28.40,7151396,6870815,60.20,58.50,K-12 School,242134,Parking,0,NA,,1162735,3967252,29036,2903562,0,164.8,0.7,Compliant,No Issue
187,2018,KING COUNTY YOUTH SERVICES - CAMPUS,Campus,2908700085,1211 E ALDER ST,SEATTLE,WA,98122,47.60462,-122.31549,CENTRAL,1,1971,6,3,250981,250981,0,Other,,61.20,59.40,13219030,12825968,131.00,128.80,Other,137565,Courthouse,78357,NA,,2288194,7807318,5710,571000,4447650,287.6,1.1,Compliant,No Issue
189,2018,GREENWOOD ELEMENTARY (SPS-DISTRICT),SPS-District K-12,2919200635,144 NW 80TH ST,SEATTLE,WA,98117,47.68725,-122.35996,NORTHWEST,6,2002,3,0,62526,62526,0,K-12 School,76,33.00,31.60,2065849,1975738,67.40,65.40,K-12 School,62526,NA,,NA,,337723,1152311,8234,823428,0,46.8,0.7,Compliant,No Issue
190,2018,WEBSTER ST BUILDING (CEDAR GROVE),NonResidential,2924049043,7343 E MARGINAL WAY S,SEATTLE,WA,98108,47.536,-122.31768,GREATER DUWAMISH,1,2007,3,0,64015,64015,0,Mixed Use Property,37,39.90,39.50,2418106,2392246,100.90,100.40,Office,24419,Non-Refrigerated Warehouse,21720,Other - Services,14480,598930,2043548,3487,348698,0,24,0.4,Compliant,No Issue
194,2018,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,Campus,2926049025,401 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70759,-122.3255,NORTH,5,1951,1,0,530039,530039,0,Retail Store,92,55.10,54.50,29208644,28883720,106.40,106.10,Retail Store,505103,Restaurant,24936,NA,,4340436,14809568,140742,14074152,0,787,1.5,Compliant,No Issue
195,2018,KINDRED HOSPITAL,NonResidential,2926049409,10631 8TH AVE NE,SEATTLE,WA,98125,47.7066,-122.321,NORTH,5,1964,3,0,54224,54224,0,Other/Specialty Hospital,,124.90,122.30,5869804,5749292,248.00,245.30,Other/Specialty Hospital,47012,NA,,NA,,920597,3141077,26082,2608215,0,146.9,2.7,Compliant,No Issue
197,2018,NORDSTROM NORTHGATE 002,NonResidential,2926049528,301 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70619,-122.32586,NORTH,1,1965,4,0,124342,124342,0,Retail Store,30,71.00,71.90,8667062,8771484,196.90,199.50,Retail Store,122000,NA,,NA,,2532896,8642241,1292,129243,0,29.9,0.2,Compliant,No Issue
198,2018,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),Campus,2982800005,4800 SAND POINT WAY NE,SEATTLE,WA,98105,47.66231,-122.28146,NORTHEAST,1,1953,10,0,879000,879000,0,Hospital (General Medical & Surgical),19,281.90,280.30,252939408,251523536,500.70,502.00,Hospital (General Medical & Surgical),897371,NA,,NA,,31212440,106496845,1450267,145026700,0,7986.7,9.1,Compliant,No Issue
200,2018,Verity Credit Union,NonResidential,3026049024,11027 MERIDIAN AVE N,SEATTLE,WA,98133,47.70956,-122.3345,NORTHWEST,1,1996,3,0,55442,55442,0,Financial Office,77,84.90,84.10,3163540,3135920,172.00,171.20,Financial Office,28636,Parking,15385,Medical Office,8644,517392,1765340,13706,1370580,0,77.5,1.4,Compliant,No Issue
205,2018,BALLARD HIGH (SPS-DISTRICT),SPS-District K-12,3050700050,1418 NW 65TH ST,SEATTLE,WA,98117,47.67661,-122.37489,BALLARD,6,1999,2,0,242795,242795,0,K-12 School,78,31.20,30.40,7800045,7593424,80.20,78.30,K-12 School,249693,NA,,NA,,1936938,6608832,9846,984592,0,69.9,0.3,Compliant,No Issue
209,2018,MADISON SELF STORAGE (NOT PART OF CAMPUS),NonResidential,3225049002,1111 E MADISON ST,SEATTLE,WA,98122,47.61233,-122.3171,EAST,3,1910,5,0,84870,84870,0,Self-Storage Facility,,20.20,19.40,1726033,1662674,36.70,35.90,Self-Storage Facility,85521,NA,,NA,,222237,758273,9044,904401,0,50.1,0.6,Compliant,No Issue
211,2018,NORTH SEATTLE COLLEGE - CAMPUS,Campus,3226049021,9600 COLLEGE WAY N,SEATTLE,WA,98103,47.69936,-122.33401,NORTHWEST,1,1970,2,11,694072,582447,111625,College/University,,66.40,64.60,43362756,42186536,160.20,156.90,College/University,653167,NA,,NA,,9748726,33262653,89239,8923883,0,562.7,1,Compliant,No Issue
212,2018,AKI KUROSE MIDDLE (SPS-DISTRICT),SPS-District K-12,3332501090,3928 S GRAHAM ST,SEATTLE,WA,98118,47.54632,-122.28198,SOUTHEAST,1,1952,2,0,173185,173185,0,K-12 School,77,43.10,41.00,7462912,7095286,59.90,57.70,K-12 School,173185,NA,,NA,,425748,1452652,56426,5642633,0,303.6,1.8,Compliant,No Issue
214,2018,BOREN STEM K-8 (SPS-DISTRICT),SPS-District K-12,3438501230,5950 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54862,-122.36214,DELRIDGE NEIGHBORHOODS,1,1963,1,0,145341,145341,0,K-12 School,84,36.30,34.60,4696668,4469764,60.60,58.50,K-12 School,129213,NA,,NA,,479370,1635611,28342,2834153,0,154.9,1.1,Compliant,No Issue
215,2018,RAINIER BOTTLING PLANT,NonResidential,3466800065,5628 AIRPORT WAY S,SEATTLE,WA,98108,47.55152,-122.31869,GREATER DUWAMISH,1,1904,4,0,114297,114297,0,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
216,2018,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,3524049149,8815 SEWARD PARK AVE S,SEATTLE,WA,98118,47.52407,-122.26586,SOUTHEAST,2,1960,2,0,184125,184125,0,K-12 School,72,48.70,45.70,8920954,8383711,75.90,72.80,K-12 School,183357,NA,,NA,,761925,2599689,57840,5784022,0,314.1,1.7,Compliant,No Issue
217,2018,WHITMAN MIDDLE (SPS-DISTRICT),SPS-District K-12,3526039131,9201 15TH AVE NW,SEATTLE,WA,98117,47.69675,-122.3776,BALLARD,1,1959,1,0,160270,160270,0,K-12 School,95,29.50,27.80,5128972,4835158,44.30,42.20,K-12 School,173750,NA,,NA,,378272,1290663,35445,3544495,0,191.7,1.2,Compliant,No Issue
220,2018,SODO ROW,NonResidential,3573700006,4786 1ST AVE S,SEATTLE,WA,98134,47.55901,-122.33328,GREATER DUWAMISH,1,1937,1,0,234144,234144,0,Non-Refrigerated Warehouse,89,18.40,16.90,4309270,3954128,23.00,21.30,Non-Refrigerated Warehouse,234144,NA,,NA,,139241,475091,34790,3479038,0,186,0.8,Compliant,No Issue
223,2018,WESTWOOD VILLAGE - BLDG A,NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1966,1,0,64984,64984,0,Retail Store,69,42.50,42.40,2781845,2776261,108.40,109.00,Retail Store,65425,NA,,NA,,706146,2409370,3669,366891,0,25.9,0.4,Compliant,No Issue
224,2018,WESTWOOD VILLAGE - BLDG B (Includes QFC),NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1965,1,0,67745,67745,0,Retail Store,8,150.40,148.10,10191043,10041063,229.10,228.00,Retail Store,67782,NA,,NA,,822541,2806509,72346,7234554,0,391.7,5.8,Compliant,No Issue
225,2018,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),SPS-District K-12,3624039032,2500 SW THISTLE ST,SEATTLE,WA,98106,47.52915,-122.36511,DELRIDGE NEIGHBORHOODS,1,2010,2,0,367884,367884,0,K-12 School,81,33.00,31.90,12125272,11738394,69.80,68.70,K-12 School,367884,NA,,NA,,2169460,7402198,43362,4336197,0,250.1,0.7,Compliant,No Issue
226,2018,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,3624039057,9450 30TH AVE SW,SEATTLE,WA,98126,47.51778,-122.37074,DELRIDGE NEIGHBORHOODS,1,1958,1,0,46797,46797,0,K-12 School,78,48.50,45.80,2268118,2143212,77.20,73.30,K-12 School,46797,NA,,NA,,197775,674809,14684,1468403,0,79.8,1.7,Compliant,No Issue
227,2018,WASHINGTON MIDDLE (SPS-DISTRICT),SPS-District K-12,3646100540,2101 S JACKSON ST,SEATTLE,WA,98144,47.59796,-122.30415,CENTRAL,1,1963,3,0,136188,136188,0,K-12 School,86,34.50,33.20,4735538,4549906,60.50,59.10,K-12 School,137084,NA,,NA,,556736,1899582,26503,2650324,0,145.8,1.1,Compliant,No Issue
229,2018,KING (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,3812400550,6725 45TH AVE S,SEATTLE,WA,98118,47.54174,-122.27691,SOUTHEAST,2,2004,2,0,67371,67371,0,K-12 School,71,32.20,31.40,2167818,2113420,68.90,68.10,K-12 School,67371,NA,,NA,,396455,1352706,7607,760714,0,44,0.7,Compliant,No Issue
230,2018,U-HAUL RENTALS & MINI-STORAGE,NonResidential,3874900040,6343 35TH AVE SW,SEATTLE,WA,98126,47.54508,-122.37737,SOUTHWEST,1,1969,2,0,52088,52088,0,Self-Storage Facility,,28.60,27.10,1489258,1409419,48.90,47.00,Self-Storage Facility,52088,NA,,NA,,161727,551813,8576,857606,0,47,0.9,Compliant,No Issue
231,2018,HAMILTON MIDDLE (SPS-DISTRICT),SPS-District K-12,4083301505,1610 N 41ST ST,SEATTLE,WA,98103,47.65708,-122.33803,LAKE UNION,4,2010,3,0,127776,127776,0,K-12 School,61,31.20,30.60,3995888,3921780,76.10,75.50,K-12 School,128025,NA,,NA,,929768,3172370,7494,749411,0,48.3,0.4,Compliant,No Issue
